smiles,logS
C1=CCCC1,-2.1
Sc1ccccc1,-2.12
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31
c1ccc2c(c1)cnc1ccccc12,-2.78
C1=Cc2cccc3cccc1c23,-3.97
CCCCCCCC(C)O,-2.74
Cc1cncc(C)c1,0.38
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.402000000000001
CCOP(=S)(OCC)SCSCC,-3.98
Nc1cccc2nc3ccccc3cc12,-4.22
CCC(C)(O)C(C)C,-0.85
O=C1NC(=O)C(=O)C(=O)N1,-1.25
CCCC=O,-0.01
COc1ncnc2nccnc12,-1.11
CC(=O)Nc1ccccc1,-1.32
CCC(C)C(C)C,-4.28
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-6.98
CCCOCC,-0.72
CC(=O)OC(C)C,-0.54
CCCCCCC=O,-1.83
CCCCCCCCCC(=O)OCC,-4.1
CC1CCC(C)CC1,-4.47
CCCCCCCCC(C)=O,-3.31
C=CC(C)(O)CCC=C(C)C,-1.99
Clc1ccccc1,-2.37
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,-7.35
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22
CCCC(=O)O,0.43
Cc1ncc([N+](=O)[O-])n1CCO,-1.25
Oc1cccc(O)c1,0.81
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
Nc1ccc(S(N)(=O)=O)cc1,-1.35
Cc1cccc2c1Cc1ccccc1-2,-5.22
Cc1ccccc1,-2.22
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,-2.64
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.33
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.53
CCCCCCCCCC(=O)O,-3.44
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-2.41
C=CC(=O)OC,-0.23
Oc1cccc2c(O)cccc12,-2.95
Cc1c2ccccc2c(C)c2ccccc12,-6.57
CN(C)NC(=O)CCC(=O)O,-0.2
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16
COC(=O)c1cc(Cl)cc(N)c1Cl,-3.26
c1ccc(CCc2ccccc2)cc1,-4.62
c1ccc2c(c1)CCCC2,-3.91
Brc1ccc(Br)cc1,-4.07
CCCCCCC(=O)OCC,-2.73
O=C(O)CCC(=O)O,-0.18
CCCCCCBr,-3.81
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.62
CCCC(C)(C)O,-0.49
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
Clc1ccc(I)cc1,-4.05
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],-6.49
C=CCCC=C,-2.68
CCCCC(O)CC,-1.47
CCCCCCCO,-1.82
CCc1ccccc1O,-1.36
CCCCCCCCCCCC(=O)O,-4.09
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
O=C(O)c1ccc([N+](=O)[O-])cc1,-2.86
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57
O=C(O)CCCOc1ccc(Cl)cc1Cl,-3.67
Cc1cccc(Br)c1,-3.52
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.36
CCc1cccs1,-2.59
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-9.26
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.23
CCCC(=O)OCC,-1.3
N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99
CCCCN(CC)C(=O)SCCC,-3.44
CC(C)C(O)C(C)C,-1.22
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.33
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-2.91
Nc1ccc(N)cc1,-0.42
CC(O)c1ccccc1,-0.92
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.17
Cc1ccccc1[N+](=O)[O-],-2.33
Nc1ccccc1[N+](=O)[O-],-1.96
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-1.94
ClC(Cl)(Cl)Cl,-2.3
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-1.39
Clc1ccc(Cl)cc1,-3.27
Cc1ccc(O)cc1C,-1.4
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.23
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.66
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,-2.09
CCCI,-2.26
Fc1cc(F)c(F)c(F)c1,-2.31
Oc1cccnc1,-0.46
NC(=O)c1cnccn1,-0.83
CC1(C)C2CCC1(C)C(O)C2,-2.32
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.24
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-2.62
CCCOC(=O)c1cc(O)c(O)c(O)c1,-1.78
Nc1ccc(O)cc1,-0.81
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-3.03
CCC(O)CC,-0.24
CSCCC(N)C(=O)O,-0.42
CN1CCOCC1,1.0
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-7.39
CCCl,-1.06
c1ccc2ncccc2c1,-1.31
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77
CCCCCCCCC,-5.82
CCc1ccccn1,0.51
CCC(=O)CC,-0.27
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
Clc1cccc(Cl)c1Cl,-4.0
Nc1cccc(Cl)c1,-1.37
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.95
CC(C)OC(C)C,-1.3
c1ccc2ocnc2c1,-1.16
O=C(Oc1ccccc1)c1ccccc1O,-3.15
O=C(NC(=O)c1ccccc1)c1ccccc1,-2.27
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91
CCCCCl,-1.99
CCCCCCCCO,-2.39
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11
CC(=O)Nc1ccc(Br)cc1,-3.08
C1CCCC1,-2.64
CCCCCCCCC(=O)OC,-3.63
O=C(O)c1cccc(I)c1,-3.27
NCCc1ccc(O)cc1,-1.12
Cc1cccc(C)n1,0.45
ClCCCBr,-1.85
Oc1cccc2ccccc12,-2.22
CCN(N=O)C(N)=O,-0.96
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.59
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85
O=C1c2ccccc2C(=O)c2ccccc21,-5.19
CC(C)CCOC=O,-1.53
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.58
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.5
O=C(O)C(O)(c1ccccc1)c1ccccc1,-2.21
OC1CC(O)C(O)C(O)C1O,-0.17
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,-3.49
COC(N)=O,0.97
COC(=O)c1ccccc1C(=O)OC,-1.67
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-6.89
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.86
Cc1ccc(C)c2c(C)cccc12,-4.91
Nc1cccc([N+](=O)[O-])c1,-2.15
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.38
Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13
COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,-1.61
Cc1ccc2cc(C)ccc2c1,-4.89
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.57
c1ccc2c(c1)c1ccccc1c1ccccc21,-6.74
O=C1CCC(=O)N1,0.3
NC(Cc1ccc(O)cc1)C(=O)O,-2.57
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.4
c1ccc2[nH]ncc2c1,-2.16
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,-2.81
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-8.6
CNC(C)C(O)c1ccccc1,-0.42
Cc1cccc([N+](=O)[O-])c1,-2.44
CC(=O)c1ccccc1,-1.28
O=c1[nH]cnc2nc[nH]c12,-2.29
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41
CSc1ccccc1,-2.39
OCCCc1ccccc1,-1.38
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.26
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68
CN(N=O)C(N)=O,-0.85
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-9.16
OC1C(O)C(O)C(O)C(O)C1O,0.2
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-4.83
CCc1ccccc1C,-3.21
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.1
O=C(O)CCCC(=O)O,1.04
CNC(=O)Oc1ccccc1C1OCCO1,-1.57
CCCCCCCCC(=O)OCC,-3.8
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,-8.28
O=Cc1ccccc1,-1.2
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.32
c1ccc(Oc2ccccc2)cc1,-3.97
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CCOc1ccccc1,-2.33
CCCOC,-0.39
CCCCCCc1ccc(O)cc1O,-2.59
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,-0.77
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
CNCCCN1c2ccccc2CCc2ccccc21,-3.66
CC(C)C,-2.81
CCOC(=O)CC(=O)OCC,-0.83
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46
c1ccc(-c2ccccn2)nc1,-1.42
Cc1ccc(C)c(C)c1,-3.31
CCNc1nc(Cl)nc(NCC)n1,-4.55
C1COCCN1,1.06
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.68
CNC(=O)Oc1ccccc1OC(C)C,-2.05
O=C(O)CNC(=O)c1ccccc1,-1.68
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.1
CC(=O)Nc1ccc(O)cc1,-1.03
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96
O=C(O)C=Cc1ccccc1,-2.45
Oc1c(Cl)cccc1Cl,-1.86
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.46
CCC(CC)CO,-1.25
Oc1cccc2cccnc12,-2.42
CC(C)Cl,-1.41
COC(=O)c1ccccc1O,-1.83
Cc1ccc(C(C)C)c(O)c1,-2.22
N#CN=C(N)N,-0.31
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,-6.01
CC1CCC(C(C)C)C(O)C1,-2.53
Brc1ccccc1Br,-3.5
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,-7.48
CNC(N)=O,1.13
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,-2.23
Cc1c[nH]c(=O)[nH]c1=O,-1.51
c1cc2ccc3cccc4ccc(c1)c2c34,-6.18
CCOC(=O)c1ccc(O)cc1,-2.34
C=C(Cl)Cl,-1.64
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,-3.0
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.26
O=[N+]([O-])c1cccc2ccccc12,-3.79
ClCCCCl,-1.62
CNC(=NC#N)NCCSCc1nc[nH]c1C,-1.35
O=C(O)CCI,-0.43
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93
c1ccc2c(c1)CCN2,-1.04
O=C(O)c1ccco1,-0.48
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,-6.23
CC(Cl)Cl,-1.29
O=C1CCCO1,1.07
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
CC(C)CNC(=O)N1CCNC1=O,-2.15
C=CC(N)=O,0.96
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.34
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51
Cc1ccc2cc3ccccc3cc2c1,-6.96
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,-3.76
c1ccc2c(c1)ccc1c3ccccc3ccc21,-8.06
O=c1ccc2ccccc2[nH]1,-2.14
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,-7.94
CC(C)(C)c1ccccc1,-3.66
Cc1cc(Cl)ccc1OC(C)C(=O)O,-2.54
O=NN(c1ccccc1)c1ccccc1,-3.75
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69
CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.364
O=C(c1ccccc1)C(O)c1ccccc1,-2.85
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-3.23
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63
c1ccc2c(c1)[nH]c1ccccc12,-5.07
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.43
CCOC(=O)c1ccc(N)cc1,-2.35
O=C(O)c1ccsc1,-1.47
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-2.82
CC(=O)N(C)C,1.09
Nc1nc(=O)[nH]cc1F,-0.95
O=[N+]([O-])c1ccccc1Cl,-2.72
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.48
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.7
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37
Cc1c[nH]c2ccccc12,-2.42
Clc1cccc(Cl)c1,-3.05
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.5
BrC(Br)(Br)Br,-3.14
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42
OCC(O)C(O)C(O)C(O)CO,0.83
CCCCCCCC(=O)O,-2.28
CCCCSP(=O)(SCCCC)SCCCC,-5.3
O=C1CSC(=S)N1,-1.77
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.54
Oc1ccccc1-c1ccccc1,-2.39
CCOP(=O)(OCC)OCC,0.43
CC1CCCC(=O)C1,-1.87
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.08
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.94
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,-4.22
c1cc2c3c(ccc4c3c1CCC4)CCC2,-5.96
Cc1cccc(N)c1,-0.85
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
S=C=Nc1cccc2ccccc12,-4.6
ONc1ccccc1,-0.74
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47
CC(C)C(=O)C(C)C,-1.3
CCCCOC(C)=O,-1.19
C1=CCCCC1,-2.59
C=C(Cl)CSC(=S)N(CC)CC,-3.38
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.35
CC(C)CC(C)C,-4.26
CCCOC(=O)c1ccc(N)cc1,-2.37
ClCCCl,-1.06
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81
CCCCC=O,-0.86
CCCCCCCCCCO,-3.63
CCCC(=O)CCC,-1.38
O=C(O)COc1ccccc1Cl,-2.16
O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37
ClC(Cl)C(Cl)Cl,-1.74
O=c1ccc2ccccc2o1,-1.89
CCCCCCO,-1.24
CSc1nnc(C(C)(C)C)c(=O)n1N,-2.25
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.44
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-3.39
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,-8.35
Cc1c(C)c(C)c(C)c(C)c1C,-5.53
C#CCC,-1.26
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522
CC(Br)CBr,-2.15
C=CCCCCC,-3.73
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,-2.63
c1ccc(C2CO2)cc1,-1.6
Clc1ccc(-c2ccccc2Cl)cc1,-5.28
Brc1cccc(Br)c1,-3.54
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19
O=C1OC(=O)c2ccccc21,-1.38
CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,-2.26
C=C(C)C(=O)OC,-0.81
Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.62
CCCCC(=O)OC,-1.35
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-4.64
CC(Cl)C(C)Cl,-2.53
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.25
Oc1ccc(Cl)cc1,-0.71
Clc1ccc(Cl)c(Cl)c1,-3.58
CC(C)CC(C)(C)C,-4.74
Fc1cc(F)c(F)cc1F,-2.38
CCC(C)(C)c1ccccc1,-4.15
CCCc1ccccc1,-3.37
C=C(C)C(=C)C,-2.4
O=C(Nc1ccccc1)Nc1ccccc1,-3.15
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-1.52
O=C(O)C1CCCCC1,-1.45
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.11
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,-4.92
Cc1ccc(C(C)C)cc1,-3.77
CN1CCCC1c1cccnc1,0.79
CCOC(C)C,-0.55
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49
Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.483
CCCCCCCCCCCCCC(=O)O,-5.33
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.84
CC(=O)CC(C)C,-0.96
c1ccc(N=Nc2ccccc2)cc1,-4.45
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,-2.75
CC(C)[N+](=O)[O-],-0.62
Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-8.42
O=Cc1ccco1,-0.1
CC12CCC(C1)C(C)(C)C2=O,-1.85
Cc1cc2ccccc2cc1C,-4.78
O=C(O)CCCCC(=O)O,-0.75
OCCOc1ccccc1,-0.71
CCCCCCCCC(=O)O,-2.75
Brc1ccc(I)cc1,-4.51
CCOC(C)=O,-0.04
Clc1cccc(-c2ccccc2)c1,-4.83
C1CCNC1,1.15
C#CCCC,-1.64
CC(C)=CCCC(C)=CC=O,-2.06
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,-2.71
Nc1nccs1,-0.36
OC(c1ccccc1)c1ccccc1,-2.55
CCOc1ccc(NC(N)=O)cc1,-2.17
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-3.68
CCCCOC(N)=O,-0.66
Oc1ccccc1,-0.02
CC1CCC(C(C)C)C(=O)C1,-2.44
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.16
C#CCCCCC,-3.01
Nc1cnn(-c2ccccc2)c(=O)c1Br,-3.12
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,-1.61
Oc1ccc2c(c1)CCCC2,-1.99
C=CC(O)CCC,-0.59
C=CC#N,0.15
FC(F)(Cl)C(F)(Cl)Cl,-3.04
Cc1ccc(Cl)cc1,-3.08
Brc1ccccc1,-2.55
Nc1ccc([N+](=O)[O-])cc1,-2.34
CCC(C)=O,0.51
CCCCC(C)(O)CC,-1.6
Cc1cc(C)c2ccccc2c1,-4.29
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-3.66
COc1ccc2c(c1OC)C(=O)OC2,-1.89
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.7
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.96
Oc1ccncc1,1.02
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.34
CC1CCC(O)CC1,-0.88
NC(Cc1ccc(O)c(O)c1)C(=O)O,-1.6
CCCCCCCC,-5.24
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,-7.14
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,-7.28
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0
Cc1cccc(C)c1O,-1.3
Brc1cc(Br)c(Br)cc1Br,-6.99
NC(=S)Nc1ccccc1,-1.78
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-3.05
CCCC1CCCCN1,-1.17
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.91
CCN(CC)c1ccccc1,-3.03
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
O=C(c1ccccc1)c1ccccc1,-3.12
C=C(C)C1CC=C(C)C(=O)C1,-2.06
NS(=O)(=O)c1ccccc1,-1.56
CCCCCCCCOC(=O)c1ccc(N)cc1,-5.4
CN(C)CCC=C1c2ccccc2CCc2ccccc21,-4.46
Brc1ccc2ccccc2c1,-4.4
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,-3.76
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.91
BrCBr,-1.17
CC(=O)Nc1ccccc1O,-2.24
CC(C)Cc1ccccc1,-4.12
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28
NCc1ccccc1,-0.28
Nc1ccc2cc3ccccc3cc2c1,-5.17
CCCC(O)CCC,-1.4
COC(C)=O,0.5
CN(C)C(=O)Nc1ccccc1,-1.6
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9
CCOC(=O)C=Cc1ccccc1,-3.0
CCSCC,-1.4
CCc1ccc(C)cc1,-3.11
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56
COC(=O)c1ccc(N)cc1,-1.59
CC(C)CC(C)O,-0.8
Brc1cc(Br)cc(Br)c1,-5.6
CCCCCCC(C)=O,-2.08
C=CC(=O)OCC(C)C,-1.53
CC(C)CCC(C)O,-1.38
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-1.95
CCC(O)C(C)(C)C,-1.15
O=C(O)Cc1ccccc1,-0.9
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-3.28
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14
O=C(O)C(c1ccccc1)c1ccccc1,-3.22
C1=CCC=CC1,-2.03
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94
CCCC(O)CC,-0.8
Clc1cc(Cl)cc(Cl)c1,-4.48
CCC(C)C,-3.17
Fc1ccc(F)cc1,-1.97
OCC(O)CO,1.09
CCCC(O)C(CC)CO,-0.96
c1ccc2ccccc2c1,-3.61
O=C(O)Cc1c[nH]c2ccccc12,-2.07
CC#N,0.82
CN(C)CCCN1c2ccccc2Sc2ccccc21,-4.3
N#Cc1ccccc1,-1.24
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.81
CC(=O)OCC(C)C,-1.24
Nc1ccccc1,-0.41
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
CCC(C)CO,-0.47
CC[N+](=O)[O-],-0.21
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
CNC(=O)Oc1cccc2c1OC(C)(C)C2,-2.82
ClCC(Cl)(Cl)Cl,-2.18
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79
CC(C)(C)C(C)(C)O,-0.72
CC(=O)C(C)(C)C,-0.72
Cc1cccc(O)c1,-0.68
Cc1cc2c3ccccc3ccc2c2ccccc12,-6.57
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0
ClC(Cl)Cl,-1.17
Oc1ccccc1O,0.62
O=[N+]([O-])c1ccccc1,-1.79
O=C(O)c1ccccc1-c1ccccc1C(=O)O,-2.28
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89
C=CCc1ccc(O)c(OC)c1,-1.56
c1ccc2cnccc2c1,-1.45
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.46
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,-3.94
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.32
CCCCC(=O)CCCC,-2.59
CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-3.74
Nc1ccc(Cl)cc1,-1.61
Clc1cccc2ccccc12,-3.94
CCC(O)C(C)C,-0.7
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.71
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.52
CCC(CC)C(=O)O,-0.81
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.56
CC(C)CCO,-0.52
CCCCCc1ccccc1,-4.64
CCOC(N)=O,0.81
CNc1ccccc1,-1.28
CN(C)c1ccccc1,-1.92
