smiles,logS
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
CCOC(C)=O,-0.04
CCOC(C)C,-0.55
CCOC(C)OCC,-0.43
CCOC(N)=O,0.85
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42
CCOC=O,0.15
CCOCC,-0.09
CCOCCOCC,-0.77
CCOP(=O)(OCC)OCC,0.43
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,-3.76
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.29
CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,-2.3
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,-5.38
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
CCOP(=S)(OCC)SCCSCC,-4.23
CCOP(=S)(OCC)SCSCC,-4.11
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.74
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,-2.71
CCOc1ccc(NC(C)=O)cc1,-2.37
CCOc1ccc(NC(N)=O)cc1,-2.17
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81
CCOc1ccccc1,-2.33
CCS,-0.6
CCS(=O)(=O)CC,0.04
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
CCSC(=O)N(CC)C1CCCCC1,-3.4
CCSCc1ccccc1OC(=O)NC,-2.09
CCc1ccc(C)cc1,-3.11
CCc1ccc(CC)cc1,-3.75
CCc1ccc2cc3ccccc3cc2c1,-6.89
CCc1ccc2ccccc2c1,-4.29
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,-2.73
CCc1cccc(CC)c1N,-2.35
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26
CCc1cccc2ccccc12,-4.17
CCc1ccccc1,-2.77
CCc1ccccc1C,-3.21
CCc1ccccc1O,-1.36
CCc1cccs1,-2.59
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-1.94
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,-3.37
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,-2.98
CN(C)C,0.84
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98
CN(C)C(=O)N(C)C,0.94
CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.01
CN(C)C(=O)NC1CCCCCCC1,-2.36
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.76
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.43
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93
CN(C)C(=O)Nc1ccccc1,-1.6
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85
CN(C)C(=S)SSC(=S)N(C)C,-3.9
CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,-1.42
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,-2.88
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,-2.52
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-3.14
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,-3.12
CN(C)CCC=C1c2ccccc2CCc2ccccc21,-4.46
CN(C)CCC=C1c2ccccc2COc2ccccc21,-3.4
CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.19
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-5.3
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.01
CN(C)CCCN1c2ccccc2Sc2ccccc21,-4.3
CN(C)CCN(Cc1ccccc1)c1ccccn1,-2.64
CN(C)CCN(Cc1cccs1)c1ccccn1,-2.64
CN(C)NC(=O)CCC(=O)O,-0.2
CN(C)c1ccccc1,-1.92
CN(N=O)C(N)=O,-0.85
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.76
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.8
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-2.74
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.16
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-0.48
CN1C2CCC1C(C(=O)O)C(O)C2,-0.02
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,-2.02
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-3.28
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,-4.74
CN1CCCC1=O,1.0
CN1CCCC1c1cccnc1,0.79
CN1CCCCC1,0.23
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.52
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.4
CN1CCOCC1,1.0
CN1CSC(=S)N(C)C1,-2.13
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,-3.94
CNC(=NC#N)NCCSCc1nc[nH]c1C,-1.35
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CNC(=O)Oc1cccc(C)c1,-1.8
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
CNC(=O)Oc1cccc2ccccc12,-3.28
CNC(=O)Oc1ccccc1C1OCCO1,-1.57
CNC(=O)Oc1ccccc1OC(C)C,-2.05
CNC(C)C(O)c1ccccc1,-0.42
CNC(N)=O,1.13
CNCCCN1c2ccccc2CCc2ccccc21,-3.66
CNN,1.34
CNc1ccccc1,-1.28
CNc1ccccc1C(=O)O,-2.88
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,-4.04
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77
COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,-4.18
COC(=O)C1=CCCN(C)C1,0.81
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,-2.23
COC(=O)C1C2C=CC(C2)C1C(=O)OC,-1.2
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.66
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88
COC(=O)c1cc(Cl)cc(N)c1Cl,-3.26
COC(=O)c1cc(O)c(O)c(O)c1,-1.24
COC(=O)c1ccc(N)cc1,-1.59
COC(=O)c1ccc(O)cc1,-1.78
COC(=O)c1ccc(OC)cc1,-2.41
COC(=O)c1ccccc1,-1.85
COC(=O)c1ccccc1C(=O)OC,-1.66
COC(=O)c1ccccc1O,-2.34
COC(=O)c1cccnc1,-0.46
COC(C)(C)C,-0.24
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
COC(C)=O,0.52
COC(C)C,-0.06
COC(N)=O,0.97
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-4.61
COC=O,0.58
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,-1.6
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.1
COCOC,0.48
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.52
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,-4.04
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,-3.68
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-4.82
COc1c(Cl)ccc(Cl)c1C(=O)O,-1.7
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-2.4
COc1c2occc2cc2ccc(=O)oc12,-3.66
COc1cc(C(=O)O)ccc1O,-2.05
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-2.86
COc1cc(Cl)c(Cl)cc1O,-2.53
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.54
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,-2.96
COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,-2.93
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,-2.09
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,-2.6
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-6.89
COc1ccc(C=O)c(C(=O)O)c1OC,-1.92
COc1ccc(C=O)cc1,-1.49
COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,-1.61
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.09
COc1ccc(NC(C)=O)cc1,-1.3
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-3.28
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16
COc1ccc([N+](=O)[O-])cc1,-2.41
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,-4.22
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,-5.54
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-4.62
COc1ccc2c(c1O)C13CCN(C)C1(C=CC(=O)C3)CC2,-1.87
COc1ccc2c(c1OC)C(=O)OC2,-1.89
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,-3.14
COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,-4.11
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-1.52
COc1ccc2cc(C(C)C(=O)O)ccc2c1,-4.16
COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.31
COc1ccccc1,-1.85
COc1ccccc1O,-1.96
COc1ccccc1[N+](=O)[O-],-1.96
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.58
COc1cnc2cncnc2n1,-0.91
COc1ncc2nccnc2n1,-1.11
COc1ncnc2nccnc12,-1.11
CSCCC(N)C(=O)O,-0.42
CSc1ccccc1,-2.39
CSc1cnc2cncnc2n1,-1.55
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
CSc1ncc2nccnc2n1,-1.76
CSc1ncnc2nccnc12,-2.36
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.48
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.63
Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.62
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02
Cc1c2ccccc2c(C)c2ccccc12,-6.57
Cc1c2ccccc2cc2ccccc12,-5.89
Cc1c[nH]c(=O)[nH]c1=O,-1.52
Cc1c[nH]c2ccccc12,-2.42
Cc1cc(=O)[nH]c(=O)[nH]1,-1.26
Cc1cc(=O)[nH]c(=S)[nH]1,-2.43
Cc1cc(=O)n(-c2ccccc2)n1C,0.39
Cc1cc(C)c(C)c(C)c1C,-4.0
Cc1cc(C)c2ccccc2c1,-4.29
Cc1cc(C)c2ccccc2n1,-1.94
Cc1cc(C)cc(C)c1,-3.4
Cc1cc(C)cc(O)c1,-1.4
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.27
Cc1cc(Cl)ccc1N=CN(C)C,-2.86
Cc1cc(Cl)ccc1OC(C)C(=O)O,-2.55
Cc1cc(Cl)ccc1OCC(=O)O,-2.23
Cc1cc(N)nc(C)n1,-1.28
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.24
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-2.62
Cc1cc(O)c2ccccc2n1,-1.2
Cc1cc(O)cc(C)c1Cl,-2.8
Cc1cc(O)ccc1Cl,-1.57
Cc1cc(O)ccc1OP(=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O,-6.7
Cc1cc(O)no1,-0.07
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,-2.09
Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-3.8
Cc1cc2ccccc2cc1C,-4.72
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.68
Cc1ccc(Br)cc1,-3.19
Cc1ccc(C(=O)O)cc1,-2.6
Cc1ccc(C(C)C)c(O)c1,-2.22
Cc1ccc(C(C)C)cc1,-3.77
Cc1ccc(C(C)C)cc1O,-2.08
Cc1ccc(C)c(C)c1,-3.31
Cc1ccc(C)c(O)c1,-1.54
Cc1ccc(C)c2c(C)cccc12,-4.92
Cc1ccc(C)c2ccccc12,-4.14
Cc1ccc(C)cc1,-2.77
Cc1ccc(C)nc1,0.4
Cc1ccc(CO)cc1,-1.2
Cc1ccc(Cl)cc1,-3.08
Cc1ccc(N)cc1,-1.21
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47
Cc1ccc(O)c(C)c1,-1.19
Cc1ccc(O)cc1,-0.7
Cc1ccc(O)cc1C,-1.41
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.21
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-3.68
Cc1ccc(S(N)(=O)=O)cc1,-1.74
Cc1ccc([N+](=O)[O-])cc1,-2.49
Cc1ccc2cc(C)ccc2c1,-4.89
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,-7.92
Cc1ccc2cc3ccccc3cc2c1,-6.96
Cc1ccc2ccc(C)nc2c1,-1.94
Cc1ccc2ccccc2c1,-3.77
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,-3.68
Cc1cccc(Br)c1,-3.52
Cc1cccc(C(=O)O)c1,-2.14
Cc1cccc(C)c1,-2.82
Cc1cccc(C)c1C,-3.2
Cc1cccc(C)c1NC(=O)C1CCCCN1C,-1.55
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79
Cc1cccc(C)c1O,-1.31
Cc1cccc(C)n1,0.45
Cc1cccc(N)c1,-0.85
Cc1cccc(Nc2ccccc2C(=O)O)c1C,-3.78
Cc1cccc(O)c1,-0.68
Cc1cccc(O)c1C,-1.43
Cc1cccc(Oc2cccc(C)c2)c1,-4.85
Cc1cccc([N+](=O)[O-])c1,-2.44
Cc1cccc2c(C)cccc12,-4.74
Cc1cccc2c1Cc1ccccc1-2,-5.22
Cc1cccc2ccccc12,-3.7
Cc1cccc2sc3nncn3c12,-2.07
Cc1ccccc1,-2.21
Cc1ccccc1C,-2.8
Cc1ccccc1C(=O)O,-2.06
Cc1ccccc1Cl,-3.52
Cc1ccccc1N,-0.85
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78
Cc1ccccc1O,-0.62
Cc1ccccc1S(N)(=O)=O,-2.02
Cc1ccccc1[N+](=O)[O-],-2.33
Cc1cccnc1C,0.38
Cc1ccnc(C)c1,0.38
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.85
Cc1ccnc2c1ccc1c(C)ccnc12,-3.97
Cc1ccncc1C,0.36
Cc1ccsc1,-2.39
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.82
Cc1cnc(S)nc1O,-2.45
Cc1cnc2cncnc2n1,0.06
Cc1cncc(C)c1,0.38
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-1.95
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,-2.44
Cc1nc2ccccc2[nH]1,-1.96
Cc1ncc([N+](=O)[O-])n1CCO,-1.26
Cc1ncc2nccnc2n1,-0.12
Cc1ncnc2nccnc12,-0.47
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-2.41
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.08
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,-2.91
Cc1occc1C(=O)Nc1ccccc1,-3.3
ClC(Br)Br,-1.9
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
ClC(Cl)(Cl)Cl,-2.31
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.91
ClC(Cl)=C(Cl)Cl,-2.54
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,-6.36
ClC(Cl)=CC(Cl)=C(Cl)Cl,-4.23
ClC(Cl)Br,-1.54
ClC(Cl)C(Cl)(Cl)Cl,-2.6
ClC(Cl)C(Cl)Cl,-1.74
ClC(Cl)Cl,-1.17
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.18
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.32
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-7.33
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.23
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,-6.29
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.55
ClC=C(Cl)Cl,-1.96
ClC=CCl,-1.3
ClCBr,-0.89
ClCC(Br)CBr,-2.38
ClCC(Cl)(Cl)Cl,-2.18
ClCC(Cl)CCl,-1.92
ClCC(Cl)Cl,-1.48
ClCCBr,-1.32
ClCCCBr,-1.85
ClCCCCl,-1.62
ClCCCl,-1.06
ClCCOCCCl,-1.12
ClCCl,-0.63
ClCc1ccccc1,-2.39
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.62
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.43
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-10.26
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-9.16
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,-7.16
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.92
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-8.71
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,-7.32
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,-8.32
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,-6.14
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,-6.27
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-10.41
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-9.15
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
Clc1cc(Cl)c2nsnc2c1Cl,-4.98
Clc1cc(Cl)cc(Cl)c1,-4.48
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.3
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.66
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-7.39
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.57
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,-7.8
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01
Clc1ccc(-c2ccc(Cl)cc2)cc1,-6.56
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,-6.51
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,-6.21
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-6.26
Clc1ccc(-c2ccccc2)c(Cl)c1,-5.25
Clc1ccc(-c2ccccc2)cc1,-5.2
Clc1ccc(-c2ccccc2)cc1Cl,-6.39
Clc1ccc(-c2ccccc2Cl)cc1,-5.28
Clc1ccc(-c2ccccc2Cl)cc1Cl,-6.29
Clc1ccc(Br)cc1,-3.63
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-8.08
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,-6.62
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,-8.65
Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,-6.8
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,-7.89
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,-7.0
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-7.25
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,-7.91
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47
Clc1ccc(Cl)c(-c2ccccc2)c1Cl,-6.29
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,-6.02
Clc1ccc(Cl)c(Cl)c1,-3.59
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
Clc1ccc(Cl)cc1,-3.27
Clc1ccc2ccccc2c1,-4.14
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-8.6
Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-8.42
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,-6.01
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,-7.05
Clc1cccc(-c2cccc(Cl)c2)c1,-5.8
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28
Clc1cccc(-c2ccccc2)c1,-4.88
Clc1cccc(Br)c1,-3.21
Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76
Clc1cccc(Cl)c1,-3.04
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39
Clc1cccc(Cl)c1-c1ccccc1,-5.21
Clc1cccc(Cl)c1Cl,-4.0
Clc1cccc2ccccc12,-3.93
Clc1ccccc1,-2.38
Clc1ccccc1-c1c(Cl)cc(Cl)c(Cl)c1Cl,-7.43
Clc1ccccc1-c1cc(Cl)c(Cl)c(Cl)c1Cl,-7.21
Clc1ccccc1-c1ccccc1,-4.54
Clc1ccccc1-c1ccccc1Cl,-5.27
Clc1ccccc1Br,-3.19
Clc1ccccc1Cl,-3.05
Clc1cnc2cncnc2n1,-0.87
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,-1.56
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.97
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17
Cn1c(=O)c2nc[nH]c2n(C)c1=O,-1.37
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,-2.82
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.44
Cn1ccc(=O)[nH]c1=O,-0.8
Cn1ccccc1=O,0.96
FC(F)(Cl)C(F)(Cl)Cl,-3.04
FC(F)(Cl)C(F)(F)Cl,-3.12
FC(F)(F)C(Cl)Br,-1.71
FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,-8.4
Fc1cc(F)c(F)c(F)c1,-2.31
Fc1cc(F)c(F)cc1F,-2.38
Fc1ccc(CCl)cc1,-2.54
Fc1ccc(F)cc1,-1.97
Fc1ccc(I)cc1,-3.13
Fc1cccc(F)c1,-2.0
Fc1ccccc1,-1.8
IC=CI,-3.22
Ic1[nH]c(I)c(I)c1I,-3.46
Ic1ccccc1,-2.78
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,-0.77
N#CCCCl,-0.29
N#CN=C(N)N,-0.31
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-5.64
N#Cc1c(Cl)cccc1Cl,-4.24
N#Cc1cc(Br)c(O)c(Br)c1,-3.33
N#Cc1cc(I)c(O)c(I)c1,-3.61
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,-3.98
N#Cc1ccccc1,-1.0
N#Cc1ccccc1C#N,-2.38
N=C(N)NCC(=O)O,-1.51
N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99
N=C(N)N[N+](=O)[O-],-1.37
NC(=O)CC(N)C(=O)O,-0.74
NC(=O)CCC(N)C(=O)O,-0.55
NC(=O)CCl,-0.02
NC(=O)NC1NC(=O)NC1=O,-1.6
NC(=O)NCc1ccccc1,-0.95
NC(=O)NO,1.12
NC(=O)OCc1ccccc1,-0.35
NC(=O)c1ccccc1,-0.96
NC(=O)c1ccccc1C(N)=O,-2.92
NC(=O)c1ccccc1O,-1.76
NC(=O)c1cccnc1,0.61
NC(=O)c1cnccn1,-0.91
NC(=S)Nc1ccccc1,-1.77
NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.23
